Vuln ID,Rule ID,STIG ID,Rule Title,Discussion,Check Content,Fix Text
V-38500,SV-50301r1_rule,RHEL-06-000032,The root account must be the only account having a UID of 0.,An account has root authority if it has a UID of 0. Multiple accounts with a UID of 0 afford more opportunity for potential intruders to guess a password for a privileged account. Proper configuration of sudo is recommended to afford multiple system administrators access to root privileges in an accountable manner.,"To list all password file entries for accounts with UID 0, run the following command: # awk -F: '($3 == '0') {print}' /etc/passwdThis should print only one line, for the user root. If any account other than root has a UID of 0, this is a finding.","If any account other than root has a UID of 0, this misconfiguration should be investigated and the accounts other than root should be removed or have their UID changed."
V-38501,SV-50302r1_rule,RHEL-06-000357,The system must disable accounts after excessive login failures within a 15-minute interval.,Locking out user accounts after a number of incorrect attempts within a specific period of time prevents direct password guessing attacks.,"To ensure the failed password attempt policy is configured correctly, run the following command: # grep pam_faillock /etc/pam.d/system-auth-acThe output should show 'fail_interval=<interval-in-seconds>' where 'interval-in-seconds' is 900 (15 minutes) or greater. If the 'fail_interval' parameter is not set, the default setting of 900 seconds is acceptable. If that is not the case, this is a finding.",To configure the system to lock out accounts after a number of incorrect login attempts within a 15-minute interval using 'pam_faillock.so': Add the following lines immediately below the 'pam_env.so' statement in the AUTH section of'/etc/pam.d/system-auth-ac': auth [default=die] pam_faillock.so authfail deny=3 unlock_time=604800 fail_interval=900auth required pam_faillock.so authsucc deny=3 unlock_time=604800 fail_interval=900Note that any updates made to '/etc/pam.d/system-auth-ac' will be overwritten by the 'authconfig' program.  The 'authconfig' program should not be used.
V-38502,SV-50303r1_rule,RHEL-06-000033,The /etc/shadow file must be owned by root.,The '/etc/shadow' file contains the list of local system accounts and stores password hashes. Protection of this file is critical for system security. Failure to give ownership of this file to root provides the designated owner with access to sensitive information which could weaken the system security posture.,"To check the ownership of '/etc/shadow', run the command: $ ls -l /etc/shadowIf properly configured, the output should indicate the following owner: 'root' If it does not, this is a finding.","To properly set the owner of '/etc/shadow', run the command: # chown root /etc/shadow"
V-38503,SV-50304r1_rule,RHEL-06-000034,The /etc/shadow file must be group-owned by root.,The '/etc/shadow' file stores password hashes. Protection of this file is critical for system security.,"To check the group ownership of '/etc/shadow', run the command: $ ls -l /etc/shadowIf properly configured, the output should indicate the following group-owner. 'root' If it does not, this is a finding.","To properly set the group owner of '/etc/shadow', run the command: # chgrp root /etc/shadow"
V-38504,SV-50305r1_rule,RHEL-06-000035,The /etc/shadow file must have mode 0000.,The '/etc/shadow' file contains the list of local system accounts and stores password hashes. Protection of this file is critical for system security. Failure to give ownership of this file to root provides the designated owner with access to sensitive information which could weaken the system security posture.,"To check the permissions of '/etc/shadow', run the command: $ ls -l /etc/shadowIf properly configured, the output should indicate the following permissions: '----------' If it does not, this is a finding.","To properly set the permissions of '/etc/shadow', run the command: # chmod 0000 /etc/shadow"
V-38511,SV-50312r1_rule,RHEL-06-000082,"IP forwarding for IPv4 must not be enabled, unless the system is a router.",IP forwarding permits the kernel to forward packets from one network interface to another. The ability to forward packets between two networks is only appropriate for routers.,"If the system serves as a router, this is not applicable.The status of the 'net.ipv4.ip_forward' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.ip_forwardThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.ip_forward' kernel parameter, run the following command: # sysctl -w net.ipv4.ip_forward=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.ip_forward = 0"
V-38512,SV-50313r1_rule,RHEL-06-000117,"The operating system must prevent public IPv4 access into an organizations internal networks, except as appropriately mediated by managed interfaces employing boundary protection devices.",The 'iptables' service provides the system's host-based firewalling capability for IPv4 and ICMP.,"If the system is a cross-domain system, this is not applicable.Run the following command to determine the current status of the 'iptables' service: # service iptables statusIf the service is enabled, it should return the following: iptables is running...If the service is not running, this is a finding.",The 'iptables' service can be enabled with the following command: # chkconfig iptables on
V-38513,SV-50314r1_rule,RHEL-06-000120,"The systems local IPv4 firewall must implement a deny-all, allow-by-exception policy for inbound packets.","In 'iptables' the default policy is applied only after all the applicable rules in the table are examined for a match. Setting the default policy to 'DROP' implements proper design for a firewall, i.e., any packets which are not explicitly permitted should not be accepted.","Inspect the file '/etc/sysconfig/iptables' to determine the default policy for the INPUT chain. It should be set to DROP. # grep ':INPUT' /etc/sysconfig/iptablesIf the default policy for the INPUT chain is not set to DROP, this is a finding.","To set the default policy to DROP (instead of ACCEPT) for the built-in INPUT chain which processes incoming packets, add or correct the following line in '/etc/sysconfig/iptables': :INPUT DROP [0:0]"
V-38514,SV-50315r1_rule,RHEL-06-000124,The Datagram Congestion Control Protocol (DCCP) must be disabled unless required.,Disabling DCCP protects the system against exploitation of any flaws in its implementation.,"If the system is configured to prevent the loading of the 'dccp' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r dccp /etc/modprobe.conf /etc/modprobe.dIf no line is returned, this is a finding.","The Datagram Congestion Control Protocol (DCCP) is a relatively new transport layer protocol, designed to support streaming media and telephony. To configure the system to prevent the 'dccp' kernel module from being loaded, add the following line to a file in the directory '/etc/modprobe.d': install dccp /bin/true"
V-38515,SV-50316r1_rule,RHEL-06-000125,The Stream Control Transmission Protocol (SCTP) must be disabled unless required.,Disabling SCTP protects the system against exploitation of any flaws in its implementation.,"If the system is configured to prevent the loading of the 'sctp' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r sctp /etc/modprobe.conf /etc/modprobe.dIf no line is returned, this is a finding.","The Stream Control Transmission Protocol (SCTP) is a transport layer protocol, designed to support the idea of message-oriented communication, with several streams of messages within one connection. To configure the system to prevent the 'sctp' kernel module from being loaded, add the following line to a file in the directory '/etc/modprobe.d': install sctp /bin/true"
V-38516,SV-50317r1_rule,RHEL-06-000126,The Reliable Datagram Sockets (RDS) protocol must be disabled unless required.,Disabling RDS protects the system against exploitation of any flaws in its implementation.,"If the system is configured to prevent the loading of the 'rds' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r rds /etc/modprobe.conf /etc/modprobe.dIf no line is returned, this is a finding.","The Reliable Datagram Sockets (RDS) protocol is a transport layer protocol designed to provide reliable high- bandwidth, low-latency communications between nodes in a cluster. To configure the system to prevent the 'rds' kernel module from being loaded, add the following line to a file in the directory '/etc/modprobe.d': install rds /bin/true"
V-38517,SV-50318r1_rule,RHEL-06-000127,The Transparent Inter-Process Communication (TIPC) protocol must be disabled unless required.,Disabling TIPC protects the system against exploitation of any flaws in its implementation.,"If the system is configured to prevent the loading of the 'tipc' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r tipc /etc/modprobe.conf /etc/modprobe.dIf no line is returned, this is a finding.","The Transparent Inter-Process Communication (TIPC) protocol is designed to provide communications between nodes in a cluster. To configure the system to prevent the 'tipc' kernel module from being loaded, add the following line to a file in the directory '/etc/modprobe.d': install tipc /bin/true"
V-38518,SV-50319r1_rule,RHEL-06-000133,All rsyslog-generated log files must be owned by root.,"The log files generated by rsyslog contain valuable information regarding system configuration, user authentication, and other such information. Log files should be protected from unauthorized access.","The owner of all log files written by 'rsyslog' should be root. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' and typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's owner: $ ls -l [LOGFILE]If the owner is not root, this is a finding.","The owner of all log files written by 'rsyslog' should be root. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's owner:$ ls -l [LOGFILE]If the owner is not 'root', run the following command to correct this:# chown root [LOGFILE]"
V-38519,SV-50320r1_rule,RHEL-06-000134,All rsyslog-generated log files must be group-owned by root.,"The log files generated by rsyslog contain valuable information regarding system configuration, user authentication, and other such information. Log files should be protected from unauthorized access.","The group-owner of all log files written by 'rsyslog' should be root. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' and typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's group owner: $ ls -l [LOGFILE]If the group-owner is not root, this is a finding.","The group-owner of all log files written by 'rsyslog' should be root. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' and typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's group owner:$ ls -l [LOGFILE]If the owner is not 'root', run the following command to correct this:# chgrp root [LOGFILE]"
V-38520,SV-50321r1_rule,RHEL-06-000136,The operating system must back up audit records on an organization defined frequency onto a different system or media than the system being audited.,A log server (loghost) receives syslog messages from one or more systems. This data can be used as an additional log source in the event a system is compromised and its local logs are suspect. Forwarding log messages to a remote loghost also provides system administrators with a centralized place to view the status of multiple hosts within the enterprise.,"To ensure logs are sent to a remote host, examine the file '/etc/rsyslog.conf'. If using UDP, a line similar to the following should be present: *.* @[loghost.example.com]If using TCP, a line similar to the following should be present: *.* @@[loghost.example.com]If using RELP, a line similar to the following should be present: *.* :omrelp:[loghost.example.com]If none of these are present, this is a finding.","To configure rsyslog to send logs to a remote log server, open '/etc/rsyslog.conf' and read and understand the last section of the file, which describes the multiple directives necessary to activate remote logging. Along with these other directives, the system can be configured to forward its logs to a particular log server by adding or correcting one of the following lines, substituting '[loghost.example.com]' appropriately. The choice of protocol depends on the environment of the system; although TCP and RELP provide more reliable message delivery, they may not be supported in all environments. To use UDP for log message delivery: *.* @[loghost.example.com]To use TCP for log message delivery: *.* @@[loghost.example.com]To use RELP for log message delivery: *.* :omrelp:[loghost.example.com]"
V-38521,SV-50322r1_rule,RHEL-06-000137,The operating system must support the requirement to centrally manage the content of audit records generated by organization defined information system components.,A log server (loghost) receives syslog messages from one or more systems. This data can be used as an additional log source in the event a system is compromised and its local logs are suspect. Forwarding log messages to a remote loghost also provides system administrators with a centralized place to view the status of multiple hosts within the enterprise.,"To ensure logs are sent to a remote host, examine the file '/etc/rsyslog.conf'. If using UDP, a line similar to the following should be present: *.* @[loghost.example.com]If using TCP, a line similar to the following should be present: *.* @@[loghost.example.com]If using RELP, a line similar to the following should be present: *.* :omrelp:[loghost.example.com]If none of these are present, this is a finding.","To configure rsyslog to send logs to a remote log server, open '/etc/rsyslog.conf' and read and understand the last section of the file, which describes the multiple directives necessary to activate remote logging. Along with these other directives, the system can be configured to forward its logs to a particular log server by adding or correcting one of the following lines, substituting '[loghost.example.com]' appropriately. The choice of protocol depends on the environment of the system; although TCP and RELP provide more reliable message delivery, they may not be supported in all environments. To use UDP for log message delivery: *.* @[loghost.example.com]To use TCP for log message delivery: *.* @@[loghost.example.com]To use RELP for log message delivery: *.* :omrelp:[loghost.example.com]"
V-38522,SV-50323r1_rule,RHEL-06-000167,The audit system must be configured to audit all attempts to alter system time through settimeofday.,"Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files, as well as to confuse network services that are highly dependent upon an accurate system time (such as sshd). All changes to the system time should be audited.","To determine if the system is configured to audit calls to the 'settimeofday' system call, run the following command: # auditctl -l | grep syscall | grep settimeofdayIf the system is configured to audit this activity, it will return a line. If the system is not configured to audit time changes, this is a finding.","On a 32-bit system, add the following to '/etc/audit/audit.rules': # audit_time_rules-a always,exit -F arch=b32 -S settimeofday -k audit_time_rulesOn a 64-bit system, add the following to '/etc/audit/audit.rules': # audit_time_rules-a always,exit -F arch=b64 -S settimeofday -k audit_time_rulesThe -k option allows for the specification of a key in string form that can be used for better reporting capability through ausearch and aureport. Multiple system calls can be defined on the same line to save space if desired, but is not required. See an example of multiple combined syscalls: -a always,exit -F arch=b64 -S adjtimex -S settimeofday -S clock_settime -k audit_time_rules"
V-38523,SV-50324r1_rule,RHEL-06-000083,The system must not accept IPv4 source-routed packets on any interface.,Accepting source-routed packets in the IPv4 protocol has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.all.accept_source_route' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.all.accept_source_routeThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.all.accept_source_route' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.all.accept_source_route=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.all.accept_source_route = 0"
V-38524,SV-50325r1_rule,RHEL-06-000084,The system must not accept ICMPv4 redirect packets on any interface.,Accepting ICMP redirects has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.all.accept_redirects' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.all.accept_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.all.accept_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.all.accept_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.all.accept_redirects = 0"
V-38525,SV-50326r1_rule,RHEL-06-000169,The audit system must be configured to audit all attempts to alter system time through stime.,"Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files, as well as to confuse network services that are highly dependent upon an accurate system time (such as sshd). All changes to the system time should be audited.","To determine if the system is configured to audit calls to the 'stime' system call, run the following command: # auditctl -l | grep syscall | grep stimeIf the system is configured to audit this activity, it will return a line. If the system is not configured to audit time changes, this is a finding.","On a 32-bit system, add the following to '/etc/audit/audit.rules': # audit_time_rules-a always,exit -F arch=b32 -S stime -k audit_time_rulesOn a 64-bit system, the '-S time' is not necessary. The -k option allows for the specification of a key in string form that can be used for better reporting capability through ausearch and aureport. Multiple system calls can be defined on the same line to save space if desired, but is not required. See an example of multiple combined syscalls: -a always,exit -F arch=b64 -S adjtimex -S settimeofday -S clock_settime -k audit_time_rules"
V-38526,SV-50327r1_rule,RHEL-06-000086,The system must not accept ICMPv4 secure redirect packets on any interface.,Accepting 'secure' ICMP redirects (from those gateways listed as default gateways) has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.all.secure_redirects' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.all.secure_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.all.secure_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.all.secure_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.all.secure_redirects = 0"
V-38527,SV-50328r1_rule,RHEL-06-000171,The audit system must be configured to audit all attempts to alter system time through clock_settime.,"Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files, as well as to confuse network services that are highly dependent upon an accurate system time (such as sshd). All changes to the system time should be audited.","To determine if the system is configured to audit calls to the 'clock_settime' system call, run the following command: # auditctl -l | grep syscall | grep clock_settimeIf the system is configured to audit this activity, it will return a line. If the system is not configured to audit time changes, this is a finding.","On a 32-bit system, add the following to '/etc/audit/audit.rules': # audit_time_rules-a always,exit -F arch=b32 -S clock_settime -k audit_time_rulesOn a 64-bit system, add the following to '/etc/audit/audit.rules': # audit_time_rules-a always,exit -F arch=b64 -S clock_settime -k audit_time_rulesThe -k option allows for the specification of a key in string form that can be used for better reporting capability through ausearch and aureport. Multiple system calls can be defined on the same line to save space if desired, but is not required. See an example of multiple combined syscalls: -a always,exit -F arch=b64 -S adjtimex -S settimeofday -S clock_settime -k audit_time_rules"
V-38528,SV-50329r1_rule,RHEL-06-000088,The system must log Martian packets.,"The presence of 'martian' packets (which have impossible addresses) as well as spoofed packets, source-routed packets, and redirects could be a sign of nefarious network activity. Logging these packets enables this activity to be detected.","The status of the 'net.ipv4.conf.all.log_martians' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.all.log_martiansThe output of the command should indicate a value of '1'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.all.log_martians' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.all.log_martians=1If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.all.log_martians = 1"
V-38529,SV-50330r1_rule,RHEL-06-000089,The system must not accept IPv4 source-routed packets by default.,Accepting source-routed packets in the IPv4 protocol has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.default.accept_source_route' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.default.accept_source_routeThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.default.accept_source_route' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.default.accept_source_route=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.default.accept_source_route = 0"
V-38530,SV-50331r1_rule,RHEL-06-000173,The audit system must be configured to audit all attempts to alter system time through /etc/localtime.,"Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files, as well as to confuse network services that are highly dependent upon an accurate system time (such as sshd). All changes to the system time should be audited.","To determine if the system is configured to audit attempts to alter time via the /etc/localtime file, run the following command: # auditctl -l | grep 'watch=/etc/localtime'If the system is configured to audit this activity, it will return a line. If the system is not configured to audit time changes, this is a finding.",Add the following to '/etc/audit/audit.rules': -w /etc/localtime -p wa -k audit_time_rulesThe -k option allows for the specification of a key in string form that can be used for better reporting capability through ausearch and aureport and should always be used.
V-38531,SV-50332r1_rule,RHEL-06-000174,The operating system must automatically audit account creation.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.","To determine if the system is configured to audit account changes, run the following command: auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'If the system is configured to watch for account changes, lines should be returned for each file specified (and with 'perm=wa' for each). If the system is not configured to audit account changes, this is a finding.","Add the following to '/etc/audit/audit.rules', in order to capture events that modify account changes: # audit_account_changes-w /etc/group -p wa -k audit_account_changes-w /etc/passwd -p wa -k audit_account_changes-w /etc/gshadow -p wa -k audit_account_changes-w /etc/shadow -p wa -k audit_account_changes-w /etc/security/opasswd -p wa -k audit_account_changes"
V-38532,SV-50333r1_rule,RHEL-06-000090,The system must not accept ICMPv4 secure redirect packets by default.,Accepting 'secure' ICMP redirects (from those gateways listed as default gateways) has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.default.secure_redirects'  kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.default.secure_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.default.secure_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.default.secure_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.default.secure_redirects = 0"
V-38533,SV-50334r1_rule,RHEL-06-000091,The system must ignore IPv4 ICMP redirect messages.,This feature of the IPv4 protocol has few legitimate uses. It should be disabled unless it is absolutely required.,"The status of the 'net.ipv4.conf.default.accept_redirects' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.default.accept_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.default.accept_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.default.accept_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.default.accept_redirects = 0"
V-38534,SV-50335r1_rule,RHEL-06-000175,The operating system must automatically audit account modification.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.","To determine if the system is configured to audit account changes, run the following command: auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'If the system is configured to watch for account changes, lines should be returned for each file specified (and with 'perm=wa' for each). If the system is not configured to audit account changes, this is a finding.","Add the following to '/etc/audit/audit.rules', in order to capture events that modify account changes: # audit_account_changes-w /etc/group -p wa -k audit_account_changes-w /etc/passwd -p wa -k audit_account_changes-w /etc/gshadow -p wa -k audit_account_changes-w /etc/shadow -p wa -k audit_account_changes-w /etc/security/opasswd -p wa -k audit_account_changes"
V-38535,SV-50336r1_rule,RHEL-06-000092,The system must not respond to ICMPv4 sent to a broadcast address.,Ignoring ICMP echo requests (pings) sent to broadcast or multicast addresses makes the system slightly more difficult to enumerate on the network.,"The status of the 'net.ipv4.icmp_echo_ignore_broadcasts' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.icmp_echo_ignore_broadcastsThe output of the command should indicate a value of '1'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.icmp_echo_ignore_broadcasts' kernel parameter, run the following command: # sysctl -w net.ipv4.icmp_echo_ignore_broadcasts=1If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.icmp_echo_ignore_broadcasts = 1"
V-38536,SV-50337r1_rule,RHEL-06-000176,The operating system must automatically audit account disabling actions.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.","To determine if the system is configured to audit account changes, run the following command: auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'If the system is configured to watch for account changes, lines should be returned for each file specified (and with 'perm=wa' for each). If the system is not configured to audit account changes, this is a finding.","Add the following to '/etc/audit/audit.rules', in order to capture events that modify account changes: # audit_account_changes-w /etc/group -p wa -k audit_account_changes-w /etc/passwd -p wa -k audit_account_changes-w /etc/gshadow -p wa -k audit_account_changes-w /etc/shadow -p wa -k audit_account_changes-w /etc/security/opasswd -p wa -k audit_account_changes"
V-38537,SV-50338r1_rule,RHEL-06-000093,The system must ignore ICMPv4 bogus error responses.,"Ignoring bogus ICMP error responses reduces log size, although some activity would not be logged.","The status of the 'net.ipv4.icmp_ignore_bogus_error_responses' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.icmp_ignore_bogus_error_responsesThe output of the command should indicate a value of '1'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.icmp_ignore_bogus_error_responses' kernel parameter, run the following command: # sysctl -w net.ipv4.icmp_ignore_bogus_error_responses=1If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.icmp_ignore_bogus_error_responses = 1"
V-38538,SV-50339r1_rule,RHEL-06-000177,The operating system must automatically audit account termination.,"In addition to auditing new user and group accounts, these watches will alert the system administrator(s) to any modifications. Any unexpected users, groups, or modifications should be investigated for legitimacy.","To determine if the system is configured to audit account changes, run the following command: auditctl -l | egrep '(/etc/passwd|/etc/shadow|/etc/group|/etc/gshadow|/etc/security/opasswd)'If the system is configured to watch for account changes, lines should be returned for each file specified (and with 'perm=wa' for each). If the system is not configured to audit account changes, this is a finding.","Add the following to '/etc/audit/audit.rules', in order to capture events that modify account changes: # audit_account_changes-w /etc/group -p wa -k audit_account_changes-w /etc/passwd -p wa -k audit_account_changes-w /etc/gshadow -p wa -k audit_account_changes-w /etc/shadow -p wa -k audit_account_changes-w /etc/security/opasswd -p wa -k audit_account_changes"
V-38539,SV-50340r1_rule,RHEL-06-000095,The system must be configured to use TCP syncookies.,"A TCP SYN flood attack can cause a denial of service by filling a system's TCP connection table with connections in the SYN_RCVD state. Syncookies can be used to track a connection when a subsequent ACK is received, verifying the initiator is attempting a valid connection and is not a flood source. This feature is activated when a flood condition is detected, and enables the system to continue servicing valid connection requests.","The status of the 'net.ipv4.tcp_syncookies' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.tcp_syncookiesThe output of the command should indicate a value of '1'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.tcp_syncookies' kernel parameter, run the following command: # sysctl -w net.ipv4.tcp_syncookies=1If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.tcp_syncookies = 1"
V-38540,SV-50341r1_rule,RHEL-06-000182,The audit system must be configured to audit modifications to the systems network configuration.,The network environment should not be modified by anything other than administrator action. Any change to network parameters should be audited.,"To determine if the system is configured to audit changes to its network configuration, run the following command: auditctl -l | egrep '(sethostname|setdomainname|/etc/issue|/etc/issue.net|/etc/hosts|/etc/sysconfig/network)'If the system is configured to watch for network configuration changes, a line should be returned for each file specified (and 'perm=wa' should be indicated for each). If the system is not configured to audit changes of the network configuration, this is a finding.","Add the following to '/etc/audit/audit.rules', setting ARCH to either b32 or b64 as appropriate for your system: # audit_network_modifications-a exit,always -F arch=ARCH -S sethostname -S setdomainname -k audit_network_modifications-w /etc/issue -p wa -k audit_network_modifications-w /etc/issue.net -p wa -k audit_network_modifications-w /etc/hosts -p wa -k audit_network_modifications-w /etc/sysconfig/network -p wa -k audit_network_modifications"
V-38541,SV-50342r1_rule,RHEL-06-000183,The audit system must be configured to audit modifications to the systems Mandatory Access Control (MAC) configuration (SELinux).,The system's mandatory access policy (SELinux) should not be arbitrarily changed by anything other than administrator action. All changes to MAC policy should be audited.,"To determine if the system is configured to audit changes to its SELinux configuration files, run the following command: # auditctl -l | grep 'dir=/etc/selinux'If the system is configured to watch for changes to its SELinux configuration, a line should be returned (including 'perm=wa' indicating permissions that are watched). If the system is not configured to audit attempts to change the MAC policy, this is a finding.",Add the following to '/etc/audit/audit.rules': -w /etc/selinux/ -p wa -k MAC-policy
